status_id,tweet_id,created_at,screen_name,text,is_retweet
1290376243959955462,133,2020-08-03T19:57:25Z,Maaxxoo69,"AAPL: 435.57 at Aug 3, 2020 7:57 PM",FALSE
1290667492881444868,134,2020-08-04T15:14:44Z,Maaxxoo69,"AAPL: 439.52 at Aug 4, 2020 3:14 PM",FALSE
1290664426857811969,135,2020-08-04T15:02:33Z,Maaxxoo69,"AAPL: 438.1399 at Aug 4, 2020 3:02 PM",FALSE
1290366135142146054,136,2020-08-03T19:17:15Z,Maaxxoo69,"AAPL: 436.44 at Aug 3, 2020 7:17 PM",FALSE
1290649620167753736,137,2020-08-04T14:03:43Z,Maaxxoo69,"AAPL: 438.9 at Aug 4, 2020 2:03 PM",FALSE
1290362075076792321,138,2020-08-03T19:01:07Z,Maaxxoo69,"AAPL: 438.555 at Aug 3, 2020 7:00 PM",FALSE
1290675116603580416,139,2020-08-04T15:45:02Z,Maaxxoo69,"AAPL: 439.13 at Aug 4, 2020 3:44 PM",FALSE
1290652679245570048,140,2020-08-04T14:15:52Z,Maaxxoo69,"AAPL: 438.525 at Aug 4, 2020 2:15 PM",FALSE
1290370185984188416,141,2020-08-03T19:33:20Z,Maaxxoo69,"AAPL: 436.545 at Aug 3, 2020 7:33 PM",FALSE
1290661874393128961,142,2020-08-04T14:52:24Z,Maaxxoo69,"AAPL: 440.6901 at Aug 4, 2020 2:52 PM",FALSE
1290664917805211649,143,2020-08-04T15:04:30Z,Maaxxoo69,"AAPL: 438.46 at Aug 4, 2020 3:04 PM",FALSE
1290372221035307008,144,2020-08-03T19:41:26Z,Maaxxoo69,"AAPL: 437.51 at Aug 3, 2020 7:41 PM",FALSE
1290656776350765057,145,2020-08-04T14:32:09Z,Maaxxoo69,"AAPL: 442.7731 at Aug 4, 2020 2:32 PM",FALSE
1290642999022583811,146,2020-08-04T13:37:24Z,Maaxxoo69,"AAPL: 435.97 at Aug 4, 2020 1:37 PM",FALSE
1290655241059393537,147,2020-08-04T14:26:03Z,Maaxxoo69,"AAPL: 440.6169 at Aug 4, 2020 2:25 PM",FALSE
1290363096805113856,148,2020-08-03T19:05:10Z,Maaxxoo69,"AAPL: 437.78 at Aug 3, 2020 7:04 PM",FALSE
1290361564307087360,149,2020-08-03T18:59:05Z,Maaxxoo69,"AAPL: 439.275 at Aug 3, 2020 6:58 PM",FALSE
1290674103347818499,150,2020-08-04T15:41:00Z,Maaxxoo69,"AAPL: 438.4 at Aug 4, 2020 3:40 PM",FALSE
1290368173745885188,151,2020-08-03T19:25:21Z,Maaxxoo69,"AAPL: 437.62 at Aug 3, 2020 7:25 PM",FALSE
1290375243966615552,152,2020-08-03T19:53:26Z,Maaxxoo69,"AAPL: 436.38 at Aug 3, 2020 7:53 PM",FALSE
1290371699351990281,153,2020-08-03T19:39:21Z,Maaxxoo69,"AAPL: 437.245 at Aug 3, 2020 7:39 PM",FALSE
1290369684278312962,154,2020-08-03T19:31:21Z,Maaxxoo69,"AAPL: 436.8922 at Aug 3, 2020 7:31 PM",FALSE
1290658288598646786,155,2020-08-04T14:38:09Z,Maaxxoo69,"AAPL: 441.385 at Aug 4, 2020 2:38 PM",FALSE
1290656260472344582,156,2020-08-04T14:30:06Z,Maaxxoo69,"AAPL: 441.87 at Aug 4, 2020 2:29 PM",FALSE
1290670539904884736,157,2020-08-04T15:26:50Z,Maaxxoo69,"AAPL: 438.6131 at Aug 4, 2020 3:26 PM",FALSE
1290644515997523969,158,2020-08-04T13:43:26Z,Maaxxoo69,"AAPL: 434.2962 at Aug 4, 2020 1:43 PM",FALSE
1290648608606433281,159,2020-08-04T13:59:42Z,Maaxxoo69,"AAPL: 438.5303 at Aug 4, 2020 1:59 PM",FALSE
